|Address|Name|Phone
368|C-121/7, Samosa Chowk, Main Road, Madanpur Khadar, Main Market Tughlakabad, New Delhi - 110076|Aman Poly Clinic|8800613118
369|A 24/3, Ali Extension, Sarita Vihar Tughlakabad, New Delhi - 110076|Lipid Diagnostic|9310140044
370|F-62, Sarita Vihar, Main Jeetu Market, Ali Vihar Okhla, New Delhi - 110076|Sundar Diagnostic Center|9312338976, 9540510976
371|Gc 63, Pul Prahladpur, Badarpur Tughlakabad, New Delhi - 110044|Yadav Health Care Clinic|011 2636 2792, 9899587961, 9540660865
372|Near Govt. School, Mahipalpur-Rangpuri Rd, K-Block, Mahipalpur Vasant Vihar, New Delhi - 110037|Uttaranchal Diagnostic Centre|011 2678 5030
373|Shop No. K-26, Main Vasant Kunj Road, Mahipalpur Vasant Vihar, New Delhi - 110037|Immuno Care Diagnostics|9313817354
374|A-1257, Mayur Vihar Phase III, Gdf Market, Near Bank Of Baroda Mayur Vihar, New Delhi - 110096|Aashirwad Diagnostic Centre|011 2261 2639, 011 3023 2550, 9312972497
375|29, Shanti Vihar, 1st Floor, Near karkardooma Karkardooma, New Delhi - 110092|Dr. Vagish Dave Clinic|011 3080 3923
376|No. F-24/5, Mandir Marg, Krishna Nagar, Opposite Sahid Hospital Karkardooma, New Delhi - 110092|Satkum Clinic|011 3310 4968, 011 2209 8462, 9868027893
377|B-128, Vivek Vihar Dilshad Garden, New Delhi - 110095|Standard Diagnostic Centre|011 2215 4131, 011 2250 4131
378|D-194, Street Nob-2, Mandawali, Near nalanda chowk Karkardooma, New Delhi - 110092|Accurate Path Lab|9999889623, 9971713626
379|136, Mool Chand Jain Dispensary, Gali No 4, Geeta Colony, Shastri Nagar Karkardooma, New Delhi - 110031|Indian Pathology|9971992843, 9818132489
380|R-50, Mangalam Build, Vikas Marg, Shakarpur, Near Metro Piller No.- 43 Karkardooma, New Delhi - 110092|Dhruv Diagnostic Lab|011 2250 3940, 011 2204 7487, 9811364458
381|7/31, Gurudwara Road, Geeta Colony Karkardooma, New Delhi - 110031|National Lab|011 2204 6732, 011 2204 0889, 8802899660, 9810333854
382|16/27, Geeta Colony Karkardooma, New Delhi - 110031|B K Medical Centre|011 6558 8794, 9810422118, 9971422118
383|17-A Shivpuri Main Road, Patparganj Road, Geeta Colony Karkardooma, New Delhi - 110031|Shakuntala Maternity And Surgical Centre|011 2254 9600, 011 2254 7721, 9899139912
384|1/27, Geeta Colony, Near Kashish Restaurant Karkardooma, New Delhi - 110031|City Pathology|011 22411344, 9213141970
385|D-29 Vivek Vihar I Dilshad Garden, New Delhi - 110095|Dr Savita Jain Arun Imaging Centre|011 2214 2079, 011 2214 9256, 9810933308
386|D-29, Vivek Vihar, Opposite Vivekanand Mahila College Shahdara, New Delhi - 110032|Arun Imaging Centre|011 2214 9256, 011 2214 2079, 9810933308
387|350/2, West Guru Angad Nagar, Mangal Bzr Road, Laxmi Nagar, NEAR Radhu Palace Karkardooma, New Delhi - 110092|SAP Diagnostic Centre|9999083519, 9711297908, 9716146923
388|D-24-B, Street No 1, Laxmi Nagar, Behind Shipra Hotel Karkardooma, New Delhi - 110092|Delhi X-Ray Clinic & Lab|9810211417
389|Cv-40 Krishna Nagar East, Near Swaran Cinema Karkardooma, New Delhi - 110051|Suprime Pathology Lab|011 2209 8726
390|G-60, Vikas Marg, Laxmi Nagar, Near Metro Pillar No-40 Karkardooma, New Delhi - 110092|Walia Nursing & Maternity Home|011 2254 8585, 011 2254 2294, 9313952093
391|B/4, Opposite Gyan Bharti School, Near Malviya Nagar Metro Station, Saket Malviya Nagar, New Delhi - 110017|Chikitsa Hospital|011 2685 0033
392|B-100, Near Malviya Nagar Post Office Malviya Nagar, New Delhi - 110017|Vardaan Hospital|011 2668 9911, 011 6658 3343
393|J-293, Saket Malviya Nagar, New Delhi - 110017|Sawan Neelu Angels Hospital|011 4319 1300, 011 4319 1333
394|B4/37 Bank Road, Harijan Colony, Sultanpuri Kirari Suleman Nagar, New Delhi - 110086|Shine Diagnostic Center|9350583103
395|RZ-64, Opposite New D.T.C. Bus Terminal, Near Sabzi Mandi, Najafgarh Bahadurgarh Road, B-Block, Gopal Nagar Extension Najafgarh, New Delhi - 110043|Disha Diagnostic Cente|011 2953 3904, 011 2953 3904, 9212316747, 9650152550, 9871698717
396|Dinpur, Durga Park, Najafgarh Road, Shanti Vihar, Dindarpur Najafgarh, New Delhi - 110043|Asian Diagnostic|011 6593 6272, 011 6593 0272, 9213090001, 9999108383, 9211118220
397|Main Bijwasan Road, Dalmia Vihar, Bijwasan Najafgarh, New Delhi - 110061|Unique Health Care|011 2501 2176, 011 2501 6776, 9811047410
398|B-162, East of Kailash Greater Kailash, New Delhi - 110065|Eden Hospital|011 4615 5555, 011 2683 0966, 011 2631 6726, 9811859331, 9250585647
399|49-50, Community Centre, East Of Kailash, Behind Sapna Cinema Greater Kailash, New Delhi - 110065|National Heart Institute|011 4660 0700, 011 4660 6600
400|B-16, Chirag Enclave, Opp. Devika Towers, Nehru Place Greater Kailash, New Delhi - 110048|Fortis C-Doc Hospital|011 4910 1222
401|M-139, CR Park Road, Greater Kailash II Greater Kailash, New Delhi - 110048|Talwar Medical Centre|011 2921 6441
402|A-4 Paschim Vihar, New Delhi - 110063|Sri Balaji Action Medical Institute|011 4288 8888, 011 4566 6666, 011 4288 8732
403|305, 307-308, Ambika Vihar, Opposite Central School Paschim Vihar, New Delhi - 110087|Bhatia Global Hospital|011 2527 0701, 011 2527 0702, 9810008507, 9810138656
404|B-362, 363, 364, Meera Bagh, Outer Ring Road Paschim Vihar, New Delhi - 110063|Sehgal Neo Hospital|011 4556 5656, 8527597171
405|1380, sagatrashan gali, Sagatrashan Bazar, Near Khanna Cinema Hall Pahar Ganj, New Delhi - 110055|Shikha Xray & Laboratory|011 2358 6422, 9810191974, 9717196016
406|C-1/3, 1st Floor, Main Road, Madhu Vihar, Main Market Pahar Ganj, New Delhi - 110092|Precision Diagnostic Centre|011 2223 4000, 011 2223 4100, 9811068139
407|A Block Shalimar Bagh, New Delhi - 110088|Fortis Hospital|011 4530 2222, 011 4788 4788, 011 4530 2206, 011 4530 2277, 011 4530 2200, 8800222906, 8285138728
408|Main Road Govind Market, Haiderpur, Near Gali No-1 Shalimar Bagh, New Delhi - 110088|Sahara Diagnostic|9250448675
409|Shop No. 6 & 13, BH Block, Sahipur Village, Shalimar Bagh East Shalimar Bagh, New Delhi - 110088|Shubham Diagnostic Center|011 2749 0263
410|Shop No.75, Shaipur Market, BH Block East, Rajvir Singh Sehrawat Marg, Block BH, West Shalimar Bagh Shalimar Bagh, New Delhi - 110088|Navya Diagnostic Centre|9996204873, 9050400646, 9996204873
411|A-15 Basement, Panchwati, Opposite New Azadpur Subzi Mandi Bus Stop Shalimar Bagh, New Delhi - 110033|Parnami X Ray & Clinical Lab|011 2767 1153
412|B-20, Near Defence Public School New Ashok Nagar, New Delhi - 110096|DPMI Diagnostic Centre|011 2271 5390, 011 2271 0006, 9968259530, 9210814454
413|Shop No. B-7, Sarpanch Market, Ashok Nagar Extension New Ashok Nagar, New Delhi - 110096|East End Hospital|9953251299
414|Safiyabad Road Narela, New Delhi - 110040|Shradha Multi Speciality Hospital|011 2728 1155
415|Gali no.2, Rajiv Colony, Railway Road, MDR 138 Narela, New Delhi - 110040|Reena Janana & Surgical Hospital|011 2728 0072
416|2116, Bawana Road, Bawana Road, Nai Basti, Narela Mandi Narela, New Delhi - 110040|Shri Bhagwan Diagnostic & Imaging Center|011 3313 5134
417|43/3, LGF, Kishan Lal Bhatia Marg, Block 43, East Patel Nagar Patel Nagar, New Delhi - 110008|Bedi Ultrasound|011 2585 3524
418|Plot NO. 9, Site 11, West Patel Nagar, Near S.D. Public School Patel Nagar, New Delhi - 110008|Test and Care Diagnostic Centre|011 3080 3870 Dial Extension: 402
419|J-33, West Patel Nagar, Near j block, mother dairy Patel Nagar, New Delhi - 110008|Aditi Pathology Lab|9868266466, 9868266466, 9810349036, 9968017141
420|19/ Near Aggarsen Hospital, 11/35, Rohtak Road, West Punjabi Bagh Patel Nagar, New Delhi - 110026|National CT Scan And Diagnostic Center|011 2522 0079
421|28/27, East Patel Nagar, Near central park Patel Nagar, New Delhi - 110008|Dr. Maninders Diagnostics|9911300001
422|Block, 15A/ 1, East Patel Nagar, Bodhraj Kohli Marg Patel Nagar, New Delhi - 110008|NewLife Labs|011 2588 1251
423|House No. 1351/90, Talab Road, Ganeshpura, Tri Nagar Patel Nagar, New Delhi - 110035|Rog Diagnostic Centre|011 2738 3276
424|28.671111, 77.157694, Rohtak Road, Manohar Park, Punjabi Bagh East, Karam Pura Patel Nagar, New Delhi - 110035|CRL Diagnostics|9312071938
425|SHOP NO 4, SUNARO WALI GALI , Karampura, Main Market Patel Nagar, New Delhi - 110015|Doctors Path Lab|9582331508
426|C 31, Raja babu Adarsh Nagar Shalimar Bagh, New Delhi - 110033|Ganga Diagnostics And Imaging Centre|011 3080 3870 Dial Extension: 252
427|B-127, Joshi Colony, Behind Takshila Apartment Patparganj, New Delhi - 110092|R S Diagnostic Centre|011 2223 4004
428|35, Preet Vihar Patparganj, New Delhi - 110092|Oncquest - Patient Service Center|011 2241 4049
429|New Rajdhani Enclave, Swasthya Vihar Patparganj, New Delhi - 110092|Dr.Naresh Gupta Diagnostic Centre|011 2251 6965
430|Plot No. Near, 8, Mother Dairy Marg, I.P.Extension, Pandav Nagar Patparganj, New Delhi - 110092|Ram Lal Kundan Lal Orthopedic Hospital|011 6525 2288
431|A-147, Vikash Marg Road, Shakarpur Patparganj, New Delhi - 110092|Divya Polyclinic & Diagnostic Centre|011 2254 3923
432|Block F Patparganj, New Delhi - 110091|Amra Diagnostics|9811212633, 9910940655, 9717306228
433|C-18,Ground Floor, main road, Madhu Vihar, Near SAI Chowk Patparganj, New Delhi - 110092|Gen-X Diagnostics|011 4752 9349, 9911658489, 8802574111
434|A-30, Street No.-2, Madhu Vihar, Near Singla Sweets Patparganj, New Delhi - 110092|Orba Diagnostics|011 2223 5780, 011 6462 4323, 7840095545
435|D-2 B, Metro Station, Laxmi Nagar Patparganj, New Delhi - 110092|Shivalik Charitable Diagnostic Centre|9711569402, 9911986522
436|Muni Maya Ram Jain Marg, KD Block Pitampura, New Delhi - 110088|Muni Maya Ram Jain Hospital|011 2731 7401
437|C-1/16, Ashok Vihar Phase-2 Pitampura, New Delhi - 110052|JROP Healthcare|011 4504 4040
438|8, Block TU, Double Tanki Road, Near City Park Hotel Pitampura, New Delhi - 110034|Janta Diagnostic Center (Pitampura)|011 3954 8010, 011 4016 4697
439|Shop A/16, Ground Floor, 1, Ashok Vihar, Ashok Eye Block, Center Road Pitampura, New Delhi - 110052|Accurate Imaging Centre|011 2713 0891, 011 2724 4040, 011 4016 6450, 9810909808
440|Sakti Vihar, School Road, Meetapur, Badarpur, Near Mahesh Awana X Nigam Parsad Tughlakabad, New Delhi - 110044|Om Diagnostic Centre|011 2666 7500, 9810047324
441|Plot No. 14, Road Number 226, Sector 20, Near Metro Station 9 Dwarka, New Delhi - 110075|Artemis Hospital|011 7111 1000
442|E-555, Dwarka Sector 7, Ramphal Chowk Opposite Banwari Sweets Dwarka, New Delhi - 110077|Star Imaging & Path Lab (Dwarka)|011 4510 8887, 9990872395, 9990019140
443|E 7, 100 Feet Road, Jyoti Nagar, West Jyoti Nagar Extension Shahdara, New Delhi - 110032|C M Patel Hospital|011 3313 5138
444|D/214, Abul Fazal Enclave-I, Abul Fazal Enclave, Jamia Nagar Okhla, New Delhi - 110025|B & B Diagnostic Centre|9910182965
445|G-66, Jasola Kalindi Kunj, Main Road, Shaheen Bagh, Jasola Vihar Okhla, New Delhi - 110025|Mega Imaging & Diagnostic Centre|011 2994 8061, 9313367854, 9555009050
446|Block DD 23, Kalkaji Extension, Kalkaji Okhla, New Delhi - 110019|Irene Hospital|011 3306 5699, 011 4992 2222
447|C#15/16, Jamia Nagar, Okhla, Near Riaz Medical Centre Okhla, New Delhi - 110025|IWCA Medical and Diagnostic Centre|011 3080 3870 Ex 334
448|143, Main Najafgarh Road, Nangloi Najafgarh, New Delhi - 110041|Surya Imaging & Pathology Centre|011 2594 3152, 011 3204 5275, 9810156328
449|64-65, Najafgarh Road Najafgarh, New Delhi - 110043|Ganesh Scientific Research Foundation|011 2541 1062
450|No. 662-A, Gaushala Road, Near SR Collection Centre Najafgarh, New Delhi - 110043|Najafgarh Diagnostic Centre|011 2501 6277, 9911183186, 9911183184
451|Main Najafgarh Dhansa Road, Gopal Nagar Extension Najafgarh, New Delhi - 110043|Vijay Diagnostic Centre|011 2594 6477, 9212318557, 9560211947, 9212318551
452|2, Nathu Ram Park, Tehsil Road Najafgarh, New Delhi - 110043|Aarogya Ruchi Hospital|9999103979
453|Rajinder Nagar Koral Baug, New Delhi - 110060|Sir Ganga Ram Hospital|011 2575 0000, 011 4509 9999
454|Sector-12, HAF-B, Phase-1 Dwarka, New Delhi - 110075|Rockland Hospital|011 4766 7100, 9717011667
455|8, Siri Fort Road Hauz Khas, New Delhi - 110049|Sama Hospital|011 4311 1888, 9871955855
456|Tulsi Dass, Kalra Marg Kirti Nagar, New Delhi - 110015|Kalra Hospital|011 2510 0000, 011 4500 5600, 011 4500 5700
457|Building No. 1, Local Shopping Complex, Sector-B, Pocket-7, Opp.Police, Station, Nelson Mandel Marg, Vasant Kunj Vasant Vihar, New Delhi - 110070|Sukhmani Hospital (Vasant Kunj)|011 2613 4825
458|Opposite Vasant Valley School, Sector C, Vasant Kunj Vasant Vihar, New Delhi - 110070|Indian Spinal Injuries Centre|011 4225 5200
459|18 Sham Nath Marg, Railway Colony Civil Lines, New Delhi - 110054|Sant Parmanand Hospital|011 2399 4401
460|7, Local Shopping Complex, Derawal Nagar, Phase-IV, Gujranwala Town Civil Lines, New Delhi - 110009|Pentamed Hospital|011 4701 4701, 011 2742 6675, 011 2742 6676
461|24/9, Shakti Nagar Civil Lines, New Delhi - 110007|Aggarwal Dharmarth Hospital|011 2384 5604, 011 2384 3648, 011 2384 6558
462|5, Begum Zaidi Market, Near Charak Palika Hospital Chanakyapuri, New Delhi - 110021|Charak Path Lab & Thyrocare|011 2412 2966, 9818811671, 9999639953
463|Plot No. 12, Aurobindo Marg, Kashmiri IDP Market, Yusuf Sarai, Near AIIMS Gate No. 3 Chanakyapuri, New Delhi - 110029|Kuldeep - Healthcare Diagnostics|011 4049 8254
464|A-44, Opposite Police Station Hauz Khas, New Delhi - 110016|South Delhi Ultrasound and X-Ray Clinic|011 4165 5332
465|C-45, Pam Posh Enclave, G.K.-1 Greater Kailash I, New Delhi - 110048|Dr. Suman's Clinic|9810505463
466|C-16 LGF C Block Mkt. Vasant Vihar, New Delhi - 110057|Medicura Healthcare|011-41077676
467|B108 NEW ASHOK NAGAR new ashok nagar, New Delhi - 110096|Pathfinders Labs|09582392331,09540528235
468|M-92, Bank Street, Landmark: Nr. Capital Court Building Munirka, New Delhi - 110067|Kapil X-Ray & Path Lab| 01126103995,26180629
469|3/2, kalkaji extension, near kalkaji MCD hospital kalkaji, New Delhi - 110019|Bhagirathi Diagnostic and Dental Centre|011 2621 4681
470|Near DLF City Mall Saket, New Delhi - 110017|Thyropath Labs|9818024964
471|F-182, Dilshad Colony, Near D.T.C. Bus Depot Dilshad Garden, New Delhi - 110095|Diagnostic & Path Point & EYE CARE CENTRE|9582413770
472|H1-A, Main Market Road, Opposite Neeli Masjid Hauz Khas, New Delhi - 110016|Vatika Medicare|8587897633
473|C-537, GROUND FLOOR, POCKET-XI,DDA FLATS Jasola, New Delhi - 110025|Holy Queen Neuro Centre|8373922130
474|Subhash Chok, Bakhtawarpur, Alipur Narela, New Delhi - 110036|Swastik Path Lab|9873790795
475|9, Vikas Marg Patparganj, New Delhi - 110092|Platinum Imaging Centre A Unit Of Goyal Diagnostics|011 3951 0618
476|69, Hargovind Enclave, Karkardooma, Patparganj, New Delhi - 110092|Clinical Diagnostic Centre|011 3951 9211
477|7 D, NRI Complex, Below Union Bank, Mandakini Enclave, Alaknanda, Gretare Kailash 4 Greater Kailash, New Delhi - 110017|THYROCARE|011 4188 1362
478|H. No. 216, Gali No 7, Uttranchal Enclave, Kamaal Pur Burari, New Delhi - 110084|Thyrocare Burari|9717004326
479|Plot No 120 Ground Floor Hargobinda Enclave Karkardooma, New Delhi - |DNA Xperts|011 4568 1717
480|Ed-9A, Madhuban Chowk, Pitampura , New Delhi - 110088|Nanda Diagnostics|011 4750 0500
481|Cm2, Dilkhush Industrial Estate, Near Vijay Cinema, Azadpur, Azadpur , New Delhi - 110033|Shivam Diagnostic Centre|011 2722 1222,99719 52600
482|House No. 2, 3 & 9, Shakti Vihar, Pitampura E-1073 Saraswati Vihar , New Delhi - 110034|Saral Diagnostics|011 4711 1111
483|L1, Shiv Shakti Plaza, Mahavir Enclave, Main Palam Dabri Road, Near Dwarka Crossing, Main Palam Dabri Road , New Delhi - 110045|Sanjeevani Diagnostic Centre|011 2503 3824
484| A-23, Aurobindo Marg, Next to Free church, Green Park , New Delhi - 110016|Janta X Ray Clinic (P) Ltd. - MR Centre|011 2685 9118
485|a-100,Main Road , Masood Pur, vasant kunj , New Delhi - 110070|Arpna Diagnostic Centre|011 2612 4862
486| 2/3-4, Roop Nagar, Near Shakti Nagar Crossing , New Delhi - 110007|Modern CT Scan & Diagnostic Centre|099906 00900
487|Pratap Market, Munirka, K-92, Palam Marg, Block BA, Munirka , New Delhi - 110067|Diagnostic Centers|011 4141 4170
488| 9930, Sarai Rohilla,New Rohatk Road, Near HDFC Bank , New Delhi - 110005|Krishna Diagnostic Centre|011 2871 2576
489|No.1, Paschimi Enclave, Pira Garhi, Main Rohtak Road, Paschim Vihar , New Delhi - 110087|Krystal MRI Scan & Diagnostic Centre|011 4518 1111
490|Shop No.B-40, Rajan Babu Rd, Block F, Adarsh Nagar , New Delhi - 110033|Dr. Anil Gupta Diagnostic Center|011 2767 3462
491|D-364, Rd Number 28, Tagore Garden Extension , New Delhi - 110027|Indian Diagnostic Centre|011 2546 1178
492|C-10, Green Park Extension , New Delhi - 110016|Focus Imaging and Research Centre|011 4219 9992
493| A-229, Main Market, Shastri Nagar, Geeta Colony , New Delhi - 110052|Dhruv Diagnostic Centre|011 2365 9990
494| C1/2, Opposite Mata Chanan Devi Hospital, Lal Sai Mandir Marg, Janakpuri , New Delhi - 110058|Suraksha Diagnostic - Janakpuri|011 4377 3000
495|C1 / 8A,, Ghonda Rd, Yamuna Vihar, Shahdara , New Delhi - 110053|Ganesh Diagnostic Imaging Center-Yamuna Vihar|011 4733 3333
496|M-2, Hauz Khas, Nr Green Park Masjid, Aurobindo Marg , New Delhi - 110016|Piramal Diagnostic|011 4165 5460
497|15 & 16 Hargovind Enclave, Main Opposite Metro Pillar No. 119,, Vikas Marg, C Block, Preet Vihar , New Delhi - 110092|HOD Karkardooma - House Of Diagnostics|011 4018 0000
498|70, Bagh Diwar, Fateh Puri, Fateh Puri , New Delhi - 110006|Gami Diagnostic Centre|011 2396 5969
499|C2/1, S.D.A. Aurobindo Marg Next to Aurobindo Market , New Delhi - 110016|Dr Dangs Lab|011 4500 4200
500| G-43, Green Park Main Market, Block S, Green Park Extension, Green Park , New Delhi - 110016|Green Park Diagnostics|011 4175 9058
501| No.R-22, South Extension, Part-II, Near Jain Mandir , New Delhi - 110049|Uppal Diagnostics|011 2625 3824
502|109, Pocket D & E Shopping Complex, Sarita Vihar, NEAR MTNL OFFICE , New Delhi - 110076|Immuno Diagnostics Private LImited|011 2694 4867
503|515-516, Sector-19, Dwarka, Behind Gupta Properties , New Delhi - 110075|Siddhant Diagnostix|011 6518 9657
504|Shop No T/16, Andheria Modh, Near Lal Masjid, Ward No 8, Mehrauli , New Delhi - 110030|Surya Diagnostic Centre|011 3299 4608
505| E-34,(Ground Floor & Basement), Veer Savarkar Marg, Lajpat Nagar II, Lajpat Nagar , New Delhi - 110024|CarePlus Imaging & Diagnostics|011 2981 7238
506| Shop No. 102, First Floor, Pankaj Plaza, Plot no. 13, Near Agarwal Sweet, Sector 12, Dwarka , New Delhi - 110075|Central Diagnostics|011 6463 6333
507| B-31, Shivalik, Near Aurobindo College, Panchsheel- Shivalik Main Road , New Delhi - 110017|Dr. Mukul's Diagnostic Clinic|011 2669 2555
508|No.1/1, Rani Jhansi Road , New Delhi - 110055|Banwari Lal Charitable Trust|011 2352 4995
509|1441 A, Ward No 1& 5, Saini Mohalla, Opp Primary Health Centre, Najafgarh , New Delhi - 110043|Doctors Diagnostic Center|011 2501 4099
510|4(FF), JD Market, Vaishali, Pitampura , New Delhi - 110088|Aarushi Diagnostic Center|011 2731 2235
511| Q-3, Prince Road, Model Town I, Near Tagore Park, Model Town I , New Delhi - 110009|Model Town Diagnostic Centre|011 2721 0984
512|11151, E Park Rd, Block 69D, Dori Walan, Karol Bagh , New Delhi - 110005|VERSHA IMAGING AND DIAGNOSTICS|011 2351 3051
513|118-A/B-2, Ground Floor,, Dilshad Garden , New Delhi - 110095|Unique Diagnostic Center|011 2213 9003
514|C-15, Green Park Extension Marg, Green Park , New Delhi - 110016|C15 MRI Diagnostic And Research Centre|011 4188 1111
515|69, Hargovind Enclave, Opposite Railway Reservation Centre, Karkardooma , New Delhi - 110092|Clinical Diagnostic Centre|011 4307 6300
516|J-16, Hauz Khas Enclave, Near IIT Flyover , New Delhi - 110016|Dr Gulati Imaging Institute|011 4951 5253
517| Shop No.1, Plot-H4, Ground Floor, Model Town III, Model Town , New Delhi - 110009|Quest Diagnostics|011 4237 1507
518|A-2/7 Near Petrol Pump, Paschim Vihar , New Delhi - 110063|Jain Diagnostics|011 3297 9614
519|Shop No. G-49, Vaishno Devi Marg,, Opp. Rampul Shani Mandir, Rampul, LajpatNagar 2, , New Delhi - 110024|Unipath Diagnostics|011 4172 6677
520|19/ Near Aggarsen Hospital,, 11/35, Rohtak Rd, West Punjabi Bagh , New Delhi - 110026|National CT Scan And Diagnostic Center|011 2522 0079
521|Plot Number 7, G T Karnal Road , New Delhi - 110033|North Delhi Advanced Diagnostics & Mri Centre|011 3308 3362
522|449 A, Shanti Swaroop Tyagi Marg, Near Main Bus Stand, Burari , New Delhi - 110084|Sahara Diagnostics-Burari|092100 27698
523|17, Tarun Enclave, Parwana Road, Deepali, Pitampura , New Delhi - 110034|Sigma Diagnostic & Imaging Centre|011 4765 0000
524|17-A/38, Vardan, W.E.A, Ajmal Khan Rd, WEA, Karol Bagh , New Delhi - 110005|B. K. Jain Memorial Diagnostics Centre|011 2875 2565
525|Plot No. 284, Pocket-5, Near Living Style Mall, Jasola , New Delhi - 110025|RMC Diagnostics And CT Center|011 4081 7700
526|AD-130 A, Shalimar Bagh , New Delhi - 110052|Shalimar Diagnostic Centre|011 2748 0015
527|karawal nagar bhajanpura Loni, New Delhi - 110053|Akabya Diagnostic Center|7065423145
528|C-544/2, Chajjupar Shahdra, Chhajjupur, Babarpur , New Delhi - 110032|Sera Cue Labs PVT. LTD|84471 05794
529| 17-A, Pocket-1, (Opp. BSES Office), Mayur Vihar Phase 1 , New Delhi - 110091|Tomar Foundation Pathology Lab|011 2279 0413
530|RZ-86, Raj Nagar,, Main Road Palam colony (opp Pillar no 35) , New Delhi - 110045|Star Imaging and Path Lab Pvt Ltd|011 6461 9800
531|Delhi , New Delhi - 110031|BK Diagnostic|7065423145
532| Yamuna Vihar, New Delhi - 110005|Lab Tech Diagnostic|7065423145
533|Shop Number A 403, Sai Complex, Maidan Gari Road, Chattarpur, New Delhi - 110074| Guptas Accurate Diagnostic centre |011 3374 2932
534|15 & 16, Main Vikas Marg, Hargobind Enclave-Anand Vihar Chattarpur, New Delhi - 110092| House Of Diagnostics |011 3305 5197
535|Shop Number 4, Royal Complex, Chattarpur Main Road, Chattarpur, New Delhi - 110074|Sunrise Diagnostics Centre|011 3306 7868, 97171 73511
536|B 149, Chattarpur Extention, Chattarpur Chattarpur, New Delhi - 110074|Goyal Health Care Polyclinic|11 3363 6905
537|A 27, 60 Feet , Mangal Bazar Road Chattarpur, New Delhi - 110074|Health First Polyclinic|11 2630 3244, 78382 96200
538|Akashwani Tiraha, Jawahar Road, Other, Chattarpur, New Delhi - |Chetna Poly Clinic|7682244844
539|D-76, Malviya Nagar, New Delhi - 110017|DNA Labs India - Delhi|(011) 33635333
540|A-41 Laxmi Niwas Mahipalpur South delhi,North delhi,East delhi,West delhi,Central delhi, New Delhi - 1100037|Omen Path Lab (Molq Laboratory Pvt Ltd)|9643185443,7042275015,01204309230
541|D-2/48-49, Janakpuri , New Delhi - 110058|Bhagat Hospital|011 3341 5533
542|C 9, Om Vihar, Uttam Nagar , New Delhi - 110059|Mata Roop Rani Maggo Hospital|011 3308 9498
543|Plot No. 14, Road Number 226, Sector 20, Near Metro Station 9 Dwarka, New Delhi - 110075|Artemis Hospital|011 7111 1000
544|S-524, School Block, Shakarpur , New Delhi - 110096|Som Datt Heart Diagnostic Centre|011 2248 6491
545|Plot No- 66, sector-12A Dwarka, New Delhi - 110078|KV Labs|011 4244 8281
546|A-5, Green Park Main, Aurobindo Marg Green Park, New Delhi - 110016|Exo Path Labs [Green Park]|7264033364
547|Free Home Sample Collection All Over Delhi. , New Delhi - |Molq [Delhi]|9643185443
